	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	tier	num_powerup_incsub_left	sell
901	Inventory	False	Endure	3	6	0	DEF flat	22	ACC	5	8.0	6.0								4.0		Hero	3.8154761904761902	5.81547619047619	10.81547619047619	True	C	3.0	False
902	Inventory	False	Endure	3	6	0	DEF flat	22	ACC	4									164.0	5.0		Rare	2.3853333333333335	4.3853333333333335	8.385333333333334	True	C	2.0	False
903	Inventory	False	Endure	3	6	0	DEF flat	22	HP flat	330						6.0				4.0		Rare	2.523333333333333	4.523333333333333	8.523333333333333	True	C	2.0	False
1131	Inventory	False	Endure	3	6	0	DEF flat	22	CRate	6						8.0		7.0	302.0			Hero	3.2776666666666667	5.277666666666667	7.277666666666667	True	C	3.0	False
1132	Inventory	False	Endure	3	6	0	DEF flat	22	RES	5						6.0				6.0		Rare	3.375	5.375	9.375	True	C	2.0	False
1133	Inventory	False	Endure	3	6	0	DEF flat	22		0		5.0						7.0		5.0		Hero	3.2559523809523814	5.255952380952381	10.255952380952381	True	C	3.0	False
1221	Inventory	False	Endure	3	6	0	DEF flat	22	DEF%	6	7.0							8.0	190.0			Hero	2.8783333333333334	4.878333333333334	6.878333333333334	True	C	3.0	True
1222	Inventory	True	Endure	3	6	0	DEF flat	22		0		9.0		10.0							7.0	Hero	3.7023809523809526	5.7023809523809526	7.7023809523809526	True	C	3.0	False
270	Inventory	True	Endure	4	6	9	DEF%	38	CRate	6		7.0					32.0			14.0		Hero	7.466666666666667	7.966666666666667	8.466666666666667	False	C	0.0	False
271	Inventory	False	Endure	4	6	9	CDmg	47	HP%	8	19.0				8.0					12.0		Hero	8.375	8.875	9.375	False	C	0.0	False
272	Inventory	False	Endure	4	6	6	CDmg	35	RES	8					13.0					10.0		Rare	5.958333333333334	6.958333333333334	7.958333333333334	False	C	0.0	False
273	Inventory	False	Endure	4	6	6	DEF%	29	HP%	8					15.0					10.0		Rare	6.208333333333334	7.208333333333334	8.208333333333334	False	C	0.0	False
274	Inventory	False	Endure	4	6	9	DEF%	38	SPD	5	15.0				12.0			14.0				Hero	6.791666666666667	7.291666666666667	7.791666666666667	False	C	0.0	False
275	Inventory	False	Endure	4	6	9	CDmg	47		0	20.0							8.0		10.0		Hero	6.833333333333334	7.333333333333334	7.833333333333334	False	C	0.0	False
276	Inventory	False	Endure	4	6	12	HP%	47	HP flat	282	15.0				12.0		31.0			9.0		Legend	7.526000000000001	7.526000000000001	7.526000000000001	False	C	0.0	False
905	Inventory	True	Endure	4	6	0	DEF%	11	DEF flat	10				6.0				10.0		7.0		Hero	4.583333333333334	6.583333333333334	11.583333333333334	False	C	3.0	False
1223	Inventory	False	Endure	4	6	0	DEF%	11	HP flat	169					5.0						5.0	Rare	1.6836666666666669	3.683666666666667	5.683666666666667	False	C	2.0	True
277	Inventory	False	Endure	5	6	9	HP flat	1440		0		10.0				5.0				16.0		Hero	7.386904761904762	7.886904761904762	8.386904761904763	True	C	0.0	False
278	Inventory	False	Endure	5	6	6	HP flat	1080	ACC	5		6.0								17.0		Rare	7.148809523809524	8.148809523809524	9.148809523809524	True	C	0.0	False
279	Inventory	False	Endure	5	6	9	HP flat	1440	ACC	7					14.0			10.0		11.0		Hero	7.541666666666666	8.041666666666666	8.541666666666666	True	C	0.0	False
906	Inventory	False	Endure	5	6	0	HP flat	360		0	8.0		19.0							6.0		Hero	3.475	5.475	10.475	True	C	3.0	False
907	Inventory	False	Endure	5	6	0	HP flat	360		0			12.0					5.0		4.0	5.0	Legend	3.091666666666667	5.091666666666667	11.091666666666667	True	C	4.0	False
1134	Inventory	False	Endure	5	6	0	HP flat	360		0										6.0	4.0	Rare	2.6666666666666665	4.666666666666666	8.666666666666666	True	C	2.0	False
1135	Inventory	False	Endure	5	6	0	HP flat	360	SPD	5	8.0			8.0			11.0				6.0	Legend	4.941666666666666	6.941666666666666	8.941666666666666	True	C	4.0	False
1136	Inventory	False	Endure	5	6	0	HP flat	360	RES	8					5.0					4.0		Rare	2.958333333333333	4.958333333333333	8.958333333333332	True	C	2.0	False
1224	Inventory	False	Endure	5	6	0	HP flat	360	ATK flat	16		7.0		6.0				8.0				Hero	3.15	5.15	7.15	True	C	3.0	False
280	Inventory	False	Endure	6	6	9	DEF%	38		0	14.0									6.0	18.0	Hero	6.75	7.25	7.75	False	C	0.0	False
281	Tablo *	False	Endure	6	6	9	DEF%	38		0					5.0					17.0	10.0	Hero	7.958333333333334	8.458333333333334	8.958333333333334	False	C	0.0	False
283	Inventory	False	Endure	6	6	9	HP%	38		0	13.0								540.0	12.0		Hero	6.345	6.845	7.345	False	C	0.0	False
284	Inventory	False	Endure	6	6	15	HP%	63		0		24.0				7.0			239.0	10.0		Legend	7.955571428571428	7.955571428571428	7.955571428571428	False	C	0.0	False
908	Inventory	False	Endure	6	6	0	HP%	11		0									196.0	6.0		Rare	2.2613333333333334	4.261333333333333	8.261333333333333	False	C	2.0	False
1137	Inventory	False	Endure	6	6	0	ACC	12	ATK%	5	7.0									5.0	4.0	Hero	3.8333333333333335	5.833333333333334	10.833333333333334	False	C	3.0	False
256	Inventory	True	Endure	2	5	9	SPD	23	HP flat	274						7.0	40.0	10.0				Hero	3.4903333333333335	3.9903333333333335	4.490333333333334	False	C	0.0	False
904	Inventory	True	Endure	3	5	0	DEF flat	15		0								6.0	145.0	6.0		Hero	2.9433333333333334	4.943333333333333	9.943333333333333	True	C	3.0	False
282	Inventory	True	Endure	6	5	9	HP%	29		0				9.0	13.0					14.0		Hero	7.416666666666667	7.916666666666667	8.416666666666668	False	C	0.0	False
909	Inventory	True	Endure	6	5	0	DEF%	8		0		7.0								6.0		Rare	3.0	5.0	9.0	False	C	2.0	False
0	Inventory	False	Energy	1	6	6	ATK flat	70	RES	6										16.0	5.0	Rare	6.916666666666666	7.916666666666666	8.916666666666666	True	C	0.0	False
1	Inventory	False	Energy	1	6	6	ATK flat	70	CRate	6	5.0									15.0		Rare	6.625	7.625	8.625	True	C	0.0	False
2	Homunculus - Hypernox	False	Energy	1	6	12	ATK flat	118	CRate	5				11.0	9.0			17.0		22.0		Legend	12.791666666666666	12.791666666666666	12.791666666666666	True	C	0.0	False
3	Diana	False	Energy	1	6	9	ATK flat	94		0				11.0	13.0			15.0		5.0		Legend	6.541666666666667	7.041666666666667	8.541666666666668	True	C	1.0	False
787	Dongbaek *	True	Energy	1	6	9	ATK flat	94		0		13.0						17.0		12.0		Hero	7.982142857142858	8.482142857142858	8.982142857142858	True	C	0.0	False
792	Inventory	False	Energy	1	6	9	ATK flat	94		0	6.0								219.0	20.0		Hero	7.708666666666667	8.208666666666666	8.708666666666666	True	C	0.0	False
821	Inventory	False	Energy	1	6	0	ATK flat	22	SPD	5				7.0				8.0			6.0	Hero	4.541666666666667	6.541666666666667	8.541666666666668	True	C	3.0	False
822	Tesarion	True	Energy	1	6	0	ATK flat	22	SPD	4		5.0		10.0	10.0						5.0	Legend	5.3809523809523805	7.3809523809523805	9.38095238095238	True	C	4.0	False
1074	Inventory	False	Energy	1	6	0	ATK flat	22		0									307.0	5.0		Rare	2.076	4.0760000000000005	8.076	True	C	2.0	False
1075	Inventory	False	Energy	1	6	0	ATK flat	22		0	4.0									5.0		Rare	2.166666666666667	4.166666666666667	8.166666666666668	True	C	2.0	False
1115	Inventory	False	Energy	1	6	0	ATK flat	22	ATK%	5	7.0			8.0						5.0		Hero	4.166666666666667	6.166666666666667	11.166666666666668	True	C	3.0	False
6	Inventory	False	Energy	2	6	6	SPD	19	ACC	8	10.0								395.0			Rare	2.7766666666666664	3.7766666666666664	4.776666666666666	False	C	0.0	False
8	Inventory	False	Energy	2	6	9	SPD	25	ATK%	5						21.0	26.0	5.0				Hero	4.525	5.025	5.525	False	C	0.0	False
10	Inventory	False	Energy	2	6	9	SPD	25		0						7.0	28.0				14.0	Hero	3.908333333333333	4.408333333333333	4.908333333333333	False	C	0.0	False
11	Inventory	False	Energy	2	6	6	SPD	19	HP flat	177		11.0				13.0						Rare	3.432428571428571	4.432428571428571	5.432428571428571	False	C	0.0	False
12	Inventory	False	Energy	2	6	6	SPD	19		0							14.0				14.0	Rare	2.6833333333333336	3.6833333333333336	4.683333333333334	False	C	0.0	False
13	Inventory	False	Energy	2	6	9	SPD	25		0			10.0			13.0			918.0			Hero	3.099	3.599	4.099	False	C	0.0	False
14	Inventory	False	Energy	2	6	9	DEF%	38	DEF flat	19					18.0				189.0	12.0		Hero	6.976999999999999	7.476999999999999	7.976999999999999	False	C	0.0	False
788	Dongbaek *	True	Energy	2	6	15	DEF%	63		0		11.0			7.0			9.0		17.0		Hero	9.238095238095239	9.238095238095239	9.238095238095239	False	C	0.0	False
1076	Inventory	False	Energy	2	6	0	SPD	7	ATK%	8		7.0	16.0									Rare	2.4	4.4	6.4	False	C	2.0	False
1077	Inventory	False	Energy	2	6	0	HP%	11	DEF%	8		4.0		4.0							6.0	Hero	3.071428571428571	5.071428571428571	7.071428571428571	False	C	3.0	False
15	Inventory	False	Energy	3	6	6	DEF flat	70	HP%	6										15.0	5.0	Rare	6.583333333333333	7.583333333333333	8.583333333333332	True	C	0.0	False
17	Inventory	False	Energy	3	6	12	DEF flat	118		0	5.0			15.0		13.0				14.0		Legend	8.791666666666668	8.791666666666668	8.791666666666668	True	C	0.0	False
18	Homunculus - Hypernox	False	Energy	3	6	15	DEF flat	160	CDmg	6	5.0					14.0		12.0		22.0		Hero	12.06547619047619	12.06547619047619	12.06547619047619	True	C	0.0	False
19	Inventory	False	Energy	3	6	6	DEF flat	70	CDmg	5						11.0				11.0		Rare	5.7559523809523805	6.7559523809523805	7.7559523809523805	True	C	0.0	False
789	Dongbaek *	True	Energy	3	6	12	DEF flat	118		0	10.0			10.0		28.0				12.0		Legend	10.0	10.0	10.0	True	C	0.0	False
794	Dias *	True	Energy	3	6	12	DEF flat	118		0						15.0		10.0	341.0	16.0		Hero	8.913	8.913	8.913	True	C	0.0	False
823	Inventory	False	Energy	3	6	0	DEF flat	22	DEF%	8				6.0						5.0		Rare	3.416666666666667	5.416666666666667	9.416666666666668	True	C	2.0	False
20	Vigor	False	Energy	4	6	15	CRate	58	CDmg	6				6.0		7.0		7.0		21.0		Legend	10.357142857142858	10.357142857142858	10.357142857142858	False	C	0.0	False
21	Diana	True	Energy	4	6	15	CRate	58		0				6.0	37.0			16.0		7.0		Hero	9.708333333333334	9.708333333333334	9.708333333333334	False	C	0.0	False
22	Inventory	False	Energy	4	6	9	CDmg	47	ATK flat	11					12.0					12.0	4.0	Hero	6.441666666666667	6.941666666666667	7.441666666666667	False	C	0.0	False
23	Ganymede	False	Energy	4	6	9	HP%	38		0				8.0			15.0			19.0		Hero	7.708333333333333	8.208333333333332	8.708333333333332	False	C	0.0	False
1176	Inventory	False	Energy	4	6	0	CDmg	11	RES	7					8.0	5.0						Rare	2.5	4.5	6.5	False	C	2.0	True
24	Inventory	False	Energy	5	6	9	HP flat	1440	CRate	6			14.0	8.0						16.0		Rare	7.683333333333334	8.183333333333334	8.683333333333334	True	C	0.0	False
25	Inventory	False	Energy	5	6	6	HP flat	1080	DEF%	7				7.0						15.0		Rare	6.75	7.75	8.75	True	C	0.0	False
26	Inventory	False	Energy	5	6	9	HP flat	1440	ACC	6			35.0					7.0		15.0		Hero	7.5	8.0	8.5	True	C	0.0	False
27	Savannah	False	Energy	5	6	9	HP flat	1440		0			12.0	12.0						15.0		Hero	6.8	7.3	7.8	True	C	0.0	False
28	Tesarion	False	Energy	5	6	9	HP flat	1440	SPD	5	11.0	19.0		6.0		8.0						Legend	7.505952380952381	8.005952380952381	8.505952380952381	True	C	1.0	False
29	Inventory	False	Energy	5	6	9	HP flat	1440	CRate	4		11.0		7.0						18.0		Hero	9.113095238095237	9.613095238095237	10.113095238095237	True	C	0.0	False
30	Inventory	False	Energy	5	6	9	HP flat	1440		0	14.0		33.0					14.0		6.0		Legend	6.325	6.825	8.325	True	C	1.0	False
767	Darion	False	Energy	5	6	12	HP flat	1800		0		7.0					36.0			16.0	11.0	Legend	9.066666666666666	9.066666666666666	9.066666666666666	True	C	0.0	False
1078	Inventory	False	Energy	5	6	0	HP flat	360		0					7.0			7.0		5.0		Hero	3.416666666666667	5.416666666666667	10.416666666666668	True	C	3.0	False
1116	Inventory	False	Energy	5	6	0	HP flat	360		0	8.0									6.0		Rare	3.0	5.0	9.0	True	C	2.0	False
768	Darion	False	Energy	6	6	9	HP%	38	ATK flat	17				20.0		12.0				5.0		Hero	6.091666666666667	6.591666666666667	7.091666666666667	False	C	0.0	False
791	Dongbaek *	False	Energy	6	6	15	HP%	63	ATK%	7	4.0					14.0			361.0	12.0		Rare	7.606333333333334	7.606333333333334	7.606333333333334	False	C	0.0	False
824	Inventory	False	Energy	6	6	0	DEF%	11		0		5.0								5.0		Rare	2.380952380952381	4.380952380952381	8.380952380952381	False	C	2.0	False
1177	Inventory	False	Energy	6	6	0	ACC	12	ATK flat	10		5.0							213.0			Rare	1.2482857142857142	3.248285714285714	5.248285714285714	False	C	2.0	True
1178	Inventory	False	Energy	6	6	0	DEF%	11	CDmg	6							18.0	7.0		4.0	4.0	Legend	4.182142857142857	6.182142857142857	12.182142857142857	False	C	4.0	False
1179	Inventory	False	Energy	6	6	0	ATK%	11	HP%	8			16.0			6.0			357.0			Hero	2.626	4.6259999999999994	6.6259999999999994	False	C	3.0	True
1180	Inventory	False	Energy	6	6	0	RES	12	CRate	4					6.0					6.0		Rare	3.4166666666666665	5.416666666666666	9.416666666666666	False	C	2.0	False
4	Inventory	True	Energy	2	5	12	SPD	29		0			23.0			16.0		9.0	547.0			Legend	4.429333333333333	4.429333333333333	4.429333333333333	False	C	0.0	False
5	Inventory	True	Energy	2	5	6	SPD	17		0						16.0					7.0	Rare	3.166666666666667	4.166666666666667	5.166666666666667	False	C	0.0	False
7	Inventory	True	Energy	2	5	9	SPD	23	DEF flat	14		11.0	20.0								9.0	Hero	3.9214285714285713	4.421428571428571	4.921428571428571	False	C	0.0	False
9	Inventory	False	Energy	2	5	15	SPD	39	HP%	4	13.0	5.0		17.0	11.0							Legend	6.339285714285714	6.339285714285714	6.339285714285714	False	C	0.0	False
16	Savannah	True	Energy	3	5	12	DEF flat	99		0	6.0			14.0						20.0	5.0	Legend	10.000000000000002	10.000000000000002	10.000000000000002	True	C	0.0	False
709	Inventory	False	Enhance	2	6	12	SPD	31	HP flat	318			59.0		14.0			6.0			6.0	Legend	5.399	5.399	5.399	False	C	0.0	False
710	Inventory	False	Enhance	2	6	9	SPD	25	CRate	5		6.0		24.0			14.0					Hero	5.04047619047619	5.54047619047619	6.04047619047619	False	C	0.0	False
712	Inventory	False	Enhance	2	6	6	SPD	19		0					8.0			22.0				Rare	3.75	4.75	5.75	False	C	0.0	False
713	Inventory	False	Enhance	3	6	12	DEF flat	118		0				6.0		24.0		20.0		16.0		Legend	11.583333333333332	11.583333333333332	11.583333333333332	True	C	0.0	False
1067	Inventory	False	Enhance	3	6	0	DEF flat	22		0										5.0	6.0	Rare	2.666666666666667	4.666666666666667	8.666666666666668	True	C	2.0	False
714	Eshir	False	Enhance	4	6	15	CDmg	80		0				7.0				5.0		12.0	19.0	Legend	8.666666666666666	8.666666666666666	8.666666666666666	False	C	0.0	False
715	Inventory	False	Enhance	6	6	15	ATK%	63		0		4.0						8.0		25.0	5.0	Hero	10.738095238095239	10.738095238095239	10.738095238095239	False	C	0.0	False
711	Inventory	False	Enhance	2	5	6	SPD	17		0							38.0				3.0	Rare	1.45	2.45	3.45	False	C	0.0	False
285	Inventory	False	Fatal	1	6	9	ATK flat	94	ATK%	5				19.0					158.0	10.0		Hero	6.5440000000000005	7.0440000000000005	7.5440000000000005	True	B	0.0	False
286	Inventory	False	Fatal	1	6	6	ATK flat	70		0								15.0		10.0		Rare	5.208333333333334	6.208333333333334	7.208333333333334	True	B	0.0	False
287	Inventory	False	Fatal	1	6	6	ATK flat	70		0		6.0								15.0		Rare	5.857142857142857	6.857142857142857	7.857142857142857	True	B	0.0	False
288	Inventory	False	Fatal	1	6	9	ATK flat	94		0	13.0			15.0						12.0		Hero	7.5	8.0	8.5	True	B	0.0	False
289	Inventory	False	Fatal	1	6	9	ATK flat	94	HP%	6	19.0								341.0	10.0		Hero	6.913	7.413	7.913	True	B	0.0	False
290	Inventory	False	Fatal	1	6	9	ATK flat	94	HP%	7				5.0	7.0					13.0		Rare	6.708333333333333	7.208333333333333	7.708333333333333	True	B	0.0	False
291	Inventory	False	Fatal	1	6	6	ATK flat	70	CDmg	5										15.0	5.0	Rare	6.5476190476190474	7.5476190476190474	8.547619047619047	True	B	0.0	False
292	Inventory	False	Fatal	1	6	9	ATK flat	94	HP%	6		11.0			16.0					11.0		Hero	7.988095238095237	8.488095238095237	8.988095238095237	True	B	0.0	False
293	Inventory	False	Fatal	1	6	9	ATK flat	94	ATK%	5	5.0	14.0						6.0		11.0		Legend	7.666666666666666	8.166666666666666	9.666666666666666	True	B	1.0	False
294	Inventory	False	Fatal	1	6	9	ATK flat	94	CRate	5					28.0				319.0	6.0		Hero	6.758666666666667	7.258666666666667	7.758666666666667	True	B	0.0	False
295	Inventory	False	Fatal	1	6	9	ATK flat	94	CRate	4				13.0	11.0					9.0		Hero	6.666666666666667	7.166666666666667	7.666666666666667	True	B	0.0	False
296	Inventory	False	Fatal	1	6	9	ATK flat	94	ACC	8	16.0								291.0	10.0		Hero	6.721333333333334	7.221333333333334	7.721333333333334	True	B	0.0	False
752	Lushen	False	Fatal	1	6	12	ATK flat	118		0		9.0			21.0					9.0	10.0	Legend	8.577380952380953	8.577380952380953	8.577380952380953	True	B	0.0	False
910	Inventory	False	Fatal	1	6	0	ATK flat	22	ATK%	6		6.0								6.0	4.0	Hero	4.273809523809524	6.273809523809524	11.273809523809524	True	B	3.0	False
911	Inventory	False	Fatal	1	6	0	ATK flat	22	CRate	4		5.0								4.0		Rare	2.714285714285714	4.7142857142857135	8.714285714285714	True	B	2.0	False
1225	Inventory	False	Fatal	1	6	0	ATK flat	22	ACC	7		5.0								4.0		Rare	2.9226190476190474	4.9226190476190474	8.922619047619047	True	B	2.0	False
1226	Inventory	False	Fatal	1	6	0	ATK flat	22	HP%	8					5.0				222.0	5.0		Hero	3.587666666666667	5.587666666666667	10.587666666666667	True	B	3.0	False
1227	Inventory	False	Fatal	1	6	0	ATK flat	22	SPD	6				7.0	7.0							Rare	3.75	5.75	7.75	True	B	2.0	False
297	Inventory	False	Fatal	2	6	9	SPD	25		0		10.0	15.0			16.0						Rare	3.803571428571429	4.303571428571429	4.803571428571429	False	B	0.0	False
298	Inventory	False	Fatal	2	6	9	SPD	25		0	11.0			14.0					565.0			Hero	3.8783333333333334	4.378333333333334	4.878333333333334	False	B	0.0	False
299	Inventory	False	Fatal	2	6	9	SPD	25		0	4.0			13.0				15.0				Rare	4.0	4.5	5.0	False	B	0.0	False
300	Inventory	False	Fatal	2	6	9	SPD	25	RES	8						6.0		30.0			5.0	Hero	6.333333333333333	6.833333333333333	7.333333333333333	False	B	0.0	False
301	Inventory	False	Fatal	2	6	9	SPD	25	DEF%	6				14.0	14.0						4.0	Hero	4.916666666666667	5.416666666666667	5.916666666666667	False	B	0.0	False
305	Inventory	False	Fatal	2	6	6	SPD	19		0				11.0			36.0					Rare	2.275	3.275	4.275	False	B	0.0	False
306	Inventory	False	Fatal	2	6	9	SPD	25		0	18.0		14.0								11.0	Hero	4.433333333333334	4.933333333333334	5.433333333333334	False	B	0.0	False
307	Brandia	False	Fatal	2	6	9	ATK%	38	ACC	5		16.0	18.0				25.0					Hero	3.9857142857142858	4.485714285714286	4.985714285714286	False	B	0.0	False
308	Inventory	False	Fatal	2	6	9	SPD	25	ATK%	5		8.0	38.0					8.0				Hero	3.7178571428571425	4.2178571428571425	4.7178571428571425	False	B	0.0	False
309	Inventory	False	Fatal	2	6	9	SPD	25		0	8.0				7.0			26.0				Hero	5.125	5.625	6.125	False	B	0.0	False
723	Homunculus - Hypermors	False	Fatal	2	6	15	ATK%	63	ATK flat	17		13.0		5.0				12.0			10.0	Rare	6.0738095238095235	6.0738095238095235	6.0738095238095235	False	B	0.0	False
912	Inventory	False	Fatal	2	6	0	SPD	7		0					5.0		17.0					Rare	1.05	3.05	5.05	False	B	2.0	False
913	Inventory	False	Fatal	2	6	0	SPD	7		0			16.0				11.0	5.0				Hero	1.3	3.3	5.3	False	B	3.0	False
1071	Kaki	False	Fatal	2	6	9	ATK%	38	ACC	8	8.0					7.0		15.0		15.0		Legend	9.75	10.25	11.75	False	B	1.0	False
1097	Inventory	False	Fatal	2	6	0	SPD	7	CDmg	4			11.0			8.0			170.0			Hero	2.073095238095238	4.073095238095238	6.073095238095238	False	B	3.0	False
1228	Inventory	False	Fatal	2	6	0	SPD	7	ACC	7			19.0				11.0	7.0				Hero	2.5	4.5	6.5	False	B	3.0	False
310	Inventory	False	Fatal	3	6	6	DEF flat	70		0				8.0						14.0		Rare	5.666666666666667	6.666666666666667	7.666666666666667	True	B	0.0	False
311	Inventory	False	Fatal	3	6	9	DEF flat	94		0	5.0							16.0		12.0		Hero	6.625	7.125	7.625	True	B	0.0	False
312	Inventory	False	Fatal	3	6	12	DEF flat	118	HP flat	298				19.0		11.0		5.0		12.0		Legend	8.772333333333334	8.772333333333334	8.772333333333334	True	B	0.0	False
313	Kaki	False	Fatal	3	6	12	DEF flat	118		0	14.0					13.0		13.0		10.0		Legend	8.333333333333334	8.333333333333334	8.333333333333334	True	B	0.0	False
314	Brandia	False	Fatal	3	6	12	DEF flat	118		0		13.0				6.0				9.0	15.0	Legend	8.107142857142858	8.107142857142858	8.107142857142858	True	B	0.0	False
315	Inventory	False	Fatal	3	6	9	DEF flat	94	CDmg	4						13.0				15.0	6.0	Hero	8.196428571428571	8.696428571428571	9.196428571428571	True	B	0.0	False
316	Inventory	False	Fatal	3	6	6	DEF flat	70	HP flat	353	12.0									12.0		Rare	5.970666666666666	6.970666666666666	7.970666666666666	True	B	0.0	False
317	Inventory	False	Fatal	3	6	9	DEF flat	94		0								14.0		11.0	11.0	Hero	7.249999999999999	7.749999999999999	8.25	True	B	0.0	False
318	Inventory	False	Fatal	3	6	9	DEF flat	94	DEF%	7	19.0							7.0		10.0		Hero	7.458333333333334	7.958333333333334	8.458333333333334	True	B	0.0	False
319	Inventory	False	Fatal	3	6	6	DEF flat	70		0								8.0		17.0		Rare	6.666666666666667	7.666666666666667	8.666666666666668	True	B	0.0	False
320	Inventory	False	Fatal	3	6	9	DEF flat	94		0				19.0					195.0	5.0	9.0	Legend	5.801666666666667	6.301666666666667	7.801666666666667	True	B	1.0	False
321	Inventory	False	Fatal	3	6	9	DEF flat	94	CRate	6		16.0				6.0				10.0		Hero	7.3690476190476195	7.8690476190476195	8.36904761904762	True	B	0.0	False
753	Lushen	False	Fatal	3	6	12	DEF flat	118	DEF%	7	18.0	13.0						13.0		6.0		Legend	8.607142857142858	8.607142857142858	8.607142857142858	True	B	0.0	False
1138	Inventory	False	Fatal	3	6	0	DEF flat	22		0	5.0							6.0		6.0		Hero	3.375	5.375	10.375	True	B	3.0	False
1229	Inventory	False	Fatal	3	6	0	DEF flat	22		0						6.0		5.0	301.0			Hero	1.7763333333333333	3.7763333333333335	5.7763333333333335	True	B	3.0	True
322	Kaki	False	Fatal	4	6	15	ATK%	63		0	12.0						26.0		335.0	14.0		Legend	7.263333333333334	7.263333333333334	7.263333333333334	False	B	0.0	False
323	Brandia	False	Fatal	4	6	15	CDmg	80		0			31.0	8.0	11.0						16.0	Rare	5.816666666666666	5.816666666666666	5.816666666666666	False	B	0.0	False
324	Inventory	False	Fatal	4	6	9	CDmg	47	RES	8								23.0		10.0	5.0	Hero	8.041666666666668	8.541666666666668	9.041666666666668	False	B	0.0	False
325	Inventory	False	Fatal	4	6	9	CDmg	47		0				12.0				8.0		13.0		Hero	6.833333333333333	7.333333333333333	7.833333333333333	False	B	0.0	False
725	Homunculus - Hypermors	False	Fatal	4	6	15	CDmg	80		0				12.0	7.0	7.0				13.0		Hero	7.583333333333333	7.583333333333333	7.583333333333333	False	B	0.0	False
1098	Inventory	False	Fatal	4	6	0	CRate	7	SPD	5	5.0		12.0					5.0				Hero	3.216666666666667	5.216666666666667	7.216666666666667	False	B	3.0	False
1230	Inventory	False	Fatal	4	6	0	ATK%	11		0			20.0	8.0							5.0	Hero	2.3333333333333335	4.333333333333334	6.333333333333334	False	B	3.0	True
1231	Inventory	False	Fatal	4	6	0	DEF%	11	DEF flat	20				5.0							5.0	Rare	1.9583333333333335	3.9583333333333335	5.958333333333334	False	B	2.0	True
326	Inventory	False	Fatal	5	6	12	HP flat	1800		0		13.0	23.0	7.0						15.0		Legend	8.307142857142857	8.307142857142857	8.307142857142857	True	B	0.0	False
327	Inventory	False	Fatal	5	6	6	HP flat	1080		0						5.0				17.0		Rare	6.291666666666667	7.291666666666667	8.291666666666668	True	B	0.0	False
328	Inventory	False	Fatal	5	6	6	HP flat	1080	ACC	5	6.0									16.0		Rare	6.708333333333333	7.708333333333333	8.708333333333332	True	B	0.0	False
726	Homunculus - Hypermors	False	Fatal	5	6	14	HP flat	2040	HP%	6		12.0			17.0					15.0	15.0	Legend	12.089285714285714	12.089285714285714	12.089285714285714	True	B	0.0	False
755	Lushen	False	Fatal	5	6	12	HP flat	1800	ATK%	5	8.0	6.0						11.0		16.0		Legend	9.19047619047619	9.19047619047619	9.19047619047619	True	B	0.0	False
914	Inventory	False	Fatal	5	6	3	HP flat	720	CDmg	7					7.0	5.0				6.0	11.0	Legend	6.333333333333333	7.833333333333333	12.333333333333332	True	B	3.0	False
915	Inventory	False	Fatal	5	6	1	HP flat	480	DEF%	8				6.0	8.0					6.0		Hero	4.75	6.75	11.75	True	B	3.0	False
1099	Inventory	False	Fatal	5	6	0	HP flat	360	DEF flat	19		6.0		5.0						5.0		Hero	3.6238095238095243	5.623809523809524	10.623809523809523	True	B	3.0	False
1100	Inventory	False	Fatal	5	6	1	HP flat	480	CRate	6			18.0					6.0		5.0		Hero	3.8666666666666667	5.866666666666667	10.866666666666667	True	B	3.0	False
1139	Inventory	False	Fatal	5	6	0	HP flat	360	RES	5					6.0			7.0		5.0		Hero	3.916666666666667	5.916666666666667	10.916666666666668	True	B	3.0	False
1232	Inventory	False	Fatal	5	6	0	HP flat	360		0					5.0						5.0	Rare	1.4583333333333335	3.4583333333333335	5.458333333333334	True	B	2.0	True
329	Inventory	False	Fatal	6	6	6	ATK%	29	RES	8				13.0						8.0		Rare	5.291666666666666	6.291666666666666	7.291666666666666	False	B	0.0	False
330	Inventory	False	Fatal	6	6	6	ATK%	29	CRate	4								7.0		14.0		Rare	6.208333333333334	7.208333333333334	8.208333333333334	False	B	0.0	False
331	Kaki	False	Fatal	6	6	9	ATK%	38		0			18.0			16.0				15.0		Hero	7.45	7.95	8.45	False	B	0.0	False
332	Brandia	False	Fatal	6	6	9	ATK%	38	HP flat	214			17.0			5.0					14.0	Rare	3.668666666666667	4.168666666666667	4.668666666666667	False	B	0.0	False
727	Homunculus - Hypermors	False	Fatal	6	6	15	ATK%	63		0		6.0		7.0						6.0	17.0	Rare	6.565476190476191	6.565476190476191	6.565476190476191	False	B	0.0	False
756	Lushen	False	Fatal	6	6	9	ATK%	38	HP flat	220								13.0		11.0	9.0	Hero	7.084999999999999	7.584999999999999	8.084999999999999	False	B	0.0	False
916	Inventory	False	Fatal	6	6	0	ATK%	11	SPD	5				8.0		7.0						Rare	3.541666666666667	5.541666666666667	7.541666666666667	False	B	2.0	False
