;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency;tot_max_norm
145;row_276;276;31770132841;1;0;Anavel;Inventory;False;58.62;Endure;6;6;15;HP%;63;;0;0;;24.0;;;;7.0;;;239.0;10.0;;Legend;58.62;7.955571428571428
146;row_277;277;36552306486;0;0;Inventory;Inventory;False;54.16;Endure;6;6;9;DEF%;38;;0;0;14.0;;;;;;;;;6.0;18.0;Hero;61.3;7.75
147;row_279;279;35841919546;0;0;Inventory;Inventory;False;56.14;Fatal;1;6;9;ATK flat;94;HP%;6;0;19.0;;;;;;;;341.0;10.0;;Hero;63.28;7.913
148;row_280;280;40703836222;0;0;Inventory;Inventory;False;56.84;Fatal;1;6;9;ATK flat;94;HP%;7;0;;;;5.0;7.0;;;;;13.0;;Rare;63.98;7.708333333333333
149;row_284;284;40694736602;0;0;Inventory;Inventory;False;45.23;Fatal;2;6;9;SPD;25;;0;0;4.0;;;13.0;;;;15.0;;;;Rare;52.37;5.0
150;row_285;285;40703652678;0;0;Inventory;Inventory;False;44.76;Fatal;2;6;9;SPD;25;;0;0;;10.0;15.0;;;16.0;;;;;;Rare;51.91;4.803571428571429
151;row_286;286;40708699065;0;0;Inventory;Inventory;False;44.94;Fatal;2;6;9;SPD;25;;0;0;11.0;;;14.0;;;;;565.0;;;Hero;52.09;4.878333333333334
152;row_287;287;40749844181;0;0;Inventory;Inventory;False;47.11;Fatal;2;6;9;HP%;38;ACC;4;0;;;;;16.0;;;;215.0;4.0;;Rare;54.25;5.12
153;row_290;290;40688445760;0;0;Inventory;Inventory;False;51.18;Fatal;2;6;9;ATK%;38;;0;0;13.0;;;;;19.0;;;;5.0;;Hero;58.32;6.666666666666667
154;row_291;291;39107053145;109;0;Lushen;Inventory;False;58.57;Fatal;3;6;12;DEF flat;118;DEF%;7;0;18.0;13.0;;;;;;13.0;;6.0;;Legend;58.57;8.607142857142858
155;row_292;292;40680018135;0;0;Inventory;Inventory;False;61.17;Fatal;3;6;9;DEF flat;94;CDmg;4;0;;;;;;13.0;;;;15.0;6.0;Hero;68.32;9.196428571428571
156;row_293;293;40693986493;0;0;Inventory;Inventory;False;61.35;Fatal;3;6;12;DEF flat;118;HP flat;298;0;;;;19.0;;11.0;;5.0;;12.0;;Legend;61.35;8.772333333333334
157;row_294;294;40708978471;0;0;Inventory;Inventory;False;58.58;Fatal;3;6;12;DEF flat;118;;0;0;;13.0;;;;6.0;;;;9.0;15.0;Legend;58.58;8.107142857142858
158;row_295;295;36102923034;0;0;Inventory;Inventory;False;58.57;Fatal;4;6;12;ATK%;47;;0;0;12.0;;;;;;26.0;;335.0;14.0;;Legend;58.57;7.263333333333334
159;row_299;299;40645775735;82;0;Homunculus - Hypermors;Inventory;False;58.92;Fatal;4;6;15;CDmg;80;;0;0;;;;12.0;7.0;7.0;;;;13.0;;Hero;58.92;7.583333333333333
160;row_303;303;40688309993;0;0;Inventory;Inventory;False;49.29;Fatal;4;6;6;CDmg;35;RES;4;0;;;28.0;;;;;;;9.0;;Rare;63.57;6.2
161;row_306;306;38083524134;109;0;Lushen;Inventory;False;63.94;Fatal;5;6;12;HP flat;1800;ATK%;5;0;8.0;6.0;;;;;;11.0;;16.0;;Legend;63.94;9.19047619047619
162;row_307;307;39302837882;0;0;Inventory;Inventory;False;61.44;Fatal;5;6;12;HP flat;1800;;0;0;;13.0;23.0;7.0;;;;;;15.0;;Legend;61.44;8.307142857142857
163;row_316;316;39912673699;81;0;Psamathe;Inventory;False;61.0;Despair;1;6;9;ATK flat;94;RES;8;0;;7.0;;;13.0;;;;;14.0;;Hero;68.15;9.291666666666668
164;row_319;319;38082483865;0;0;Inventory;Inventory;False;62.79;Despair;1;6;9;ATK flat;94;RES;6;0;;;;6.0;11.0;;;;;17.0;;Hero;69.93;9.541666666666668
165;row_322;322;40693784715;81;0;Psamathe;Inventory;False;60.81;Despair;3;6;9;DEF flat;94;;0;0;;;;;;;;15.0;;16.0;4.0;Hero;67.95;8.875
166;row_331;331;40823891678;0;0;Inventory;Inventory;False;59.71;Vampire;1;6;9;ATK flat;94;ACC;8;0;;;;;;;;;310.0;16.0;4.0;Rare;66.86;8.413333333333334
167;row_332;332;36529305006;90;0;Mo Long;Inventory;False;64.28;Vampire;1;6;9;ATK flat;94;;0;0;5.0;;;;7.0;;;;;21.0;;Hero;71.43;9.5
168;row_333;333;36529388242;0;0;Inventory;Inventory;False;57.79;Vampire;2;6;9;DEF%;38;DEF flat;11;0;;7.0;;;;;;16.0;;12.0;;Rare;64.93;8.275
169;row_336;336;40829023733;90;0;Mo Long;Inventory;False;65.47;Vampire;3;6;9;DEF flat;94;;0;0;;;;5.0;;7.0;;;;22.0;;Hero;72.62;9.833333333333332
170;row_338;338;40000114413;0;0;Inventory;Inventory;True;69.14;Vampire;3;6;9;DEF flat;94;;0;0;7.0;;;;;;;;;24.0;7.0;Hero;76.28;11.041666666666666
171;row_340;340;36439651990;0;0;Inventory;Inventory;False;60.51;Vampire;3;6;9;DEF flat;94;;0;0;;;;;;;;6.0;;16.0;10.0;Hero;67.65;8.75
172;row_341;341;38582101634;0;0;Inventory;Inventory;True;62.79;Vampire;4;6;12;DEF%;47;;0;0;14.0;;;6.0;19.0;;;;;13.0;;Legend;62.79;9.208333333333332
173;row_344;344;39520769259;0;0;Inventory;Inventory;True;57.79;Vampire;4;6;12;ATK%;47;;0;0;30.0;;36.0;9.0;;;;;;7.0;;Legend;57.79;8.108333333333334
174;row_349;349;37480389831;90;0;Mo Long;Inventory;False;67.33;Vampire;5;6;12;HP flat;1800;;0;0;;4.0;;;7.0;;;;;21.0;8.0;Legend;67.33;9.779761904761905
175;row_350;350;36853858687;0;0;Inventory;Inventory;True;66.06;Vampire;5;6;9;HP flat;1440;HP%;8;0;10.0;;;;16.0;;;;;17.0;;Hero;73.2;10.916666666666668
176;row_355;355;36329408134;0;0;Inventory;Inventory;True;59.84;Vampire;6;6;12;ATK%;47;DEF%;5;0;19.0;;;7.0;;;;;197.0;12.0;;Hero;59.84;8.137666666666666
177;row_356;356;40131080419;90;0;Mo Long;Inventory;False;63.31;Vampire;6;6;12;HP%;47;RES;8;0;;12.0;19.0;;;;16.0;;;16.0;;Hero;63.31;8.922619047619047
178;row_357;357;40949581997;87;0;Sabrina;Inventory;False;57.83;Violent;1;6;9;ATK flat;94;ATK%;8;1;;;;13.0;;;;;;10.0;10.0;Hero;64.97;8.625
179;row_358;358;35776084779;117;0;Jamire;Inventory;False;56.51;Violent;1;6;9;ATK flat;94;;0;1;;11.0;;;;;;;;11.0;10.0;Hero;63.65;7.904761904761904
180;row_359;359;35745116666;78;0;Sigmarus;Inventory;False;58.36;Violent;1;6;12;ATK flat;118;;0;0;;21.0;;;;;;;135.0;11.0;5.0;Legend;58.36;7.68
181;row_361;361;36919290398;0;0;Inventory;Inventory;False;56.41;Violent;1;6;9;ATK flat;94;ATK%;5;0;;11.0;;;;;;;;11.0;6.0;Rare;63.56;7.863095238095237
182;row_362;362;36338241950;127;0;Homunculus - Hypernox;Inventory;False;63.09;Violent;1;6;9;ATK flat;94;HP%;6;1;;;;14.0;;;;;;16.0;6.0;Hero;70.23;9.833333333333332
183;row_363;363;40000389310;0;0;Inventory;Inventory;False;55.35;Violent;1;6;9;ATK flat;94;;0;0;;;;;;;;;559.0;12.0;9.0;Hero;62.49;7.245333333333333
184;row_364;364;36680244667;88;0;Talia;Inventory;False;58.72;Violent;1;6;9;ATK flat;94;HP%;8;1;12.0;;;;;;;;;11.0;10.0;Hero;65.86;8.833333333333332
185;row_365;365;36146613175;97;0;Xiong Fei;Inventory;False;56.14;Violent;1;6;9;ATK flat;94;RES;5;0;;;;13.0;;;;;;11.0;5.0;Rare;63.29;7.749999999999999
186;row_366;366;40988797440;89;0;Lulu and Friends;Inventory;False;55.47;Violent;1;5;12;ATK flat;99;;0;0;;;;;11.0;;;4.0;201.0;17.0;;Legend;55.47;7.809666666666667
187;row_367;367;36409087335;0;0;Inventory;Inventory;False;48.04;Violent;2;6;9;DEF%;38;HP flat;135;0;26.0;;;;8.0;;;6.0;;;;Hero;55.18;6.18
188;row_368;368;36481398817;0;0;Inventory;Inventory;False;51.3;Violent;2;6;9;HP%;38;ATK%;8;0;17.0;;17.0;;;;;;;6.0;;Rare;58.45;6.55
189;row_369;369;36553042588;0;0;Inventory;Inventory;False;48.16;Violent;2;6;9;ATK%;38;;0;0;12.0;13.0;;;;;;15.0;;;;Hero;55.3;6.232142857142858
190;row_372;372;38175070706;0;0;Inventory;Inventory;False;47.31;Violent;2;6;9;HP%;38;ATK flat;10;0;;;;;8.0;21.0;;;;;6.0;Rare;54.45;5.875
191;row_373;373;38552701066;0;0;Inventory;Inventory;False;53.14;Violent;2;6;9;ATK%;38;;0;0;;4.0;;14.0;;;;;;10.0;;Rare;60.28;6.654761904761905
192;row_374;374;38919570191;0;0;Inventory;Inventory;False;47.31;Violent;2;6;9;HP%;38;;0;0;6.0;;;;;25.0;;;;;6.0;Hero;54.45;5.875
193;row_375;375;39661330915;0;0;Inventory;Inventory;False;47.71;Violent;2;6;9;ATK%;38;HP%;7;0;10.0;;;18.0;;;;;;;4.0;Hero;54.85;6.041666666666667
194;row_378;378;40376965460;97;0;Xiong Fei;Inventory;False;50.19;Violent;2;6;12;DEF%;47;;0;0;21.0;;;18.0;;;15.0;;;;5.0;Legend;50.19;6.083333333333333
195;row_379;379;38580025385;0;0;Inventory;Inventory;False;56.37;Violent;2;6;9;ATK%;38;;0;0;;;;14.0;;;17.0;;;13.0;;Hero;63.51;7.508333333333333
196;row_380;380;36146490474;0;0;Inventory;Inventory;False;54.1;Violent;2;6;12;DEF%;47;;0;0;;;23.0;;;;;7.0;953.0;10.0;;Legend;54.1;6.054
197;row_383;383;40935745734;0;0;Inventory;Inventory;False;48.89;Violent;2;6;9;DEF%;38;DEF flat;19;0;;16.0;11.0;;;;;;;5.0;;Rare;56.04;5.7023809523809526
198;row_385;385;40016964647;0;0;Inventory;Inventory;False;52.42;Violent;2;6;15;HP%;63;;0;0;;;;23.0;;14.0;;;296.0;4.0;;Legend;52.42;6.353
199;row_386;386;38171577826;114;0;Oliver;Inventory;False;47.94;Violent;2;6;15;SPD;42;DEF flat;13;0;;12.0;19.0;13.0;8.0;;;;;;;Rare;47.94;5.139285714285714
200;row_387;387;40949677230;0;0;Inventory;Inventory;False;46.92;Violent;2;6;9;DEF%;38;RES;5;0;;9.0;;;;;17.0;19.0;;;;Hero;54.06;5.710714285714285
201;row_389;389;10180105715;154;0;Lisa;Inventory;False;47.98;Violent;2;6;15;SPD;42;DEF%;5;0;;10.0;24.0;;8.0;;;;;;9.0;Unknown;47.98;5.1535714285714285
202;row_390;390;39048771455;0;0;Inventory;Inventory;False;54.85;Violent;2;6;9;HP%;38;RES;4;0;;;;;7.0;;;;;9.0;13.0;Hero;62.0;7.541666666666666
203;row_391;391;39960079081;0;0;Inventory;Inventory;False;45.09;Violent;2;6;9;SPD;25;;0;0;;;;12.0;;;;;455.0;;11.0;Hero;52.23;4.9399999999999995
204;row_392;392;36408521564;0;0;Inventory;Inventory;False;59.84;Violent;2;6;10;HP%;41;DEF%;8;0;;;;;;;12.0;;;16.0;5.0;Rare;66.98;8.466666666666665
205;row_393;393;38069242525;78;0;Sigmarus;Inventory;False;52.1;Violent;2;6;12;ATK%;47;ATK flat;18;0;;;;8.0;;21.0;;15.0;702.0;;;Legend;52.1;6.886
206;row_394;394;40531744152;0;0;Inventory;Inventory;False;43.92;Violent;2;6;9;SPD;25;;0;0;5.0;;18.0;19.0;;;;;;;;Rare;51.07;4.45
207;row_395;395;38559402463;110;0;Chasun;Inventory;False;46.29;Violent;2;6;15;SPD;42;;0;0;;;;15.0;8.0;;19.0;;820.0;;;Hero;46.29;4.443333333333333
208;row_396;396;40225086762;0;0;Inventory;Inventory;False;52.56;Violent;2;6;12;HP%;47;ACC;7;0;20.0;;;;18.0;5.0;;;;;5.0;Legend;52.56;7.083333333333333
209;row_397;397;40587005905;0;0;Inventory;Inventory;False;44.89;Violent;2;6;9;SPD;25;;0;1;11.0;13.0;;;;5.0;;;;;;Rare;52.03;4.857142857142858
210;row_398;398;39484376293;0;0;Inventory;Inventory;False;43.92;Violent;2;6;9;SPD;25;;0;0;16.0;;;9.0;;;13.0;;;;;Rare;51.07;4.45
211;row_400;400;39665448288;0;0;Inventory;Inventory;False;54.96;Violent;3;6;9;DEF flat;94;HP%;7;1;;;;;;;;;407.0;10.0;10.0;Hero;62.1;7.417666666666667
212;row_401;401;38559872104;0;0;Inventory;Inventory;False;57.73;Violent;3;6;9;DEF flat;94;;0;0;;;;;;;;;184.0;16.0;6.0;Rare;64.87;7.578666666666666
213;row_402;402;40501101960;0;0;Inventory;Inventory;False;56.43;Violent;3;5;12;DEF flat;99;HP flat;247;1;6.0;;;;;9.0;;6.0;;16.0;;Legend;56.43;8.287666666666667
214;row_403;403;32419158875;1342;0;Bastet;Inventory;False;68.13;Violent;3;6;12;DEF flat;118;RES;6;1;;7.0;;;;;;;523.0;21.0;4.0;Legend;68.13;10.113999999999999
215;row_404;404;40501102979;0;0;Inventory;Inventory;False;57.36;Violent;3;6;9;DEF flat;94;CRate;4;0;;10.0;;;;;;8.0;;12.0;;Rare;64.51;8.095238095238095
216;row_405;405;37037005631;154;0;Lisa;Inventory;False;58.03;Violent;3;6;9;DEF flat;94;DEF%;6;0;7.0;;;18.0;;;;;;11.0;;Hero;65.17;8.541666666666666
217;row_406;406;38153954893;0;0;Inventory;Inventory;False;56.25;Violent;3;6;9;DEF flat;94;;0;0;;;;4.0;;;;5.0;;15.0;;Rare;63.39;7.125
218;row_407;407;40031006609;0;0;Inventory;Inventory;False;57.39;Violent;3;6;9;DEF flat;94;RES;8;0;;6.0;;;;;;6.0;;13.0;;Rare;64.53;7.94047619047619
219;row_408;408;21315445062;0;0;Inventory;Inventory;False;58.28;Violent;3;6;9;DEF flat;94;CDmg;6;0;11.0;;;;;6.0;;;;13.0;;Hero;65.43;8.31547619047619
220;row_409;409;32419158885;16;0;Loren;Inventory;False;63.28;Violent;3;6;12;DEF flat;118;CRate;5;0;5.0;;;7.0;;;;34.0;;10.0;;Legend;63.28;9.916666666666668
221;row_411;411;7636153678;0;0;Inventory;Inventory;False;45.43;Violent;4;5;15;CDmg;65;RES;7;1;;;;;;19.0;;6.0;298.0;5.0;;Unknown;45.43;6.064
222;row_412;412;21522062864;0;0;Inventory;Inventory;False;58.88;Violent;4;6;15;ATK%;63;;0;0;13.0;13.0;;;;;30.0;;;11.0;;Legend;58.88;7.898809523809524
223;row_414;414;37381230792;97;0;Xiong Fei;Inventory;False;58.41;Violent;4;6;12;DEF%;47;;0;0;14.0;16.0;;;;;;;;9.0;6.0;Legend;58.41;8.035714285714285
224;row_416;416;38919671350;0;0;Inventory;Inventory;False;47.61;Violent;4;6;9;DEF%;38;;0;0;6.0;;;;;;;22.0;;;9.0;Hero;54.75;6.0
225;row_419;419;38076876363;127;0;Homunculus - Hypernox;Inventory;False;58.39;Violent;4;6;14;DEF%;53;DEF flat;19;0;;10.0;;14.0;7.0;;;;;10.0;;Hero;58.39;7.861904761904762
226;row_423;423;40000389307;0;0;Inventory;Inventory;False;49.63;Violent;4;6;12;ATK%;47;;0;0;10.0;;;14.0;;;14.0;;;;15.0;Legend;49.63;5.85
227;row_427;427;40376965459;0;0;Inventory;Inventory;False;51.84;Violent;4;6;12;DEF%;47;ACC;8;0;8.0;17.0;;;;;29.0;13.0;;;;Legend;51.84;6.7785714285714285
228;row_437;437;38174369596;1342;0;Bastet;Inventory;False;57.34;Violent;4;6;15;HP%;63;RES;4;1;;6.0;;4.0;;;29.0;;;13.0;;Hero;57.34;6.91547619047619
229;row_439;439;36470210609;0;0;Inventory;Inventory;False;57.02;Violent;4;6;15;DEF%;63;HP%;5;1;;;;14.0;5.0;;38.0;;;10.0;;Rare;57.02;7.283333333333333
230;row_442;442;38175909984;78;0;Sigmarus;Inventory;False;57.73;Violent;4;6;12;CDmg;59;;0;0;20.0;;;;6.0;;;8.0;;10.0;;Hero;57.73;7.583333333333334
231;row_443;443;39543508970;9;0;Feng Yan;Inventory;False;63.38;Violent;5;6;15;HP flat;2448;;0;1;;;;9.0;;28.0;;12.0;;11.0;;Hero;63.38;9.791666666666666
232;row_444;444;39623787227;117;0;Jamire;Inventory;False;53.71;Violent;5;6;9;HP flat;1440;;0;1;;13.0;28.0;;;;;;;10.0;;Hero;60.85;6.890476190476191
233;row_445;445;40749853871;110;0;Chasun;Inventory;False;56.24;Violent;5;6;9;HP flat;1440;;0;1;;;;;;13.0;;12.0;;11.0;;Hero;63.39;7.791666666666666
234;row_447;447;38552701688;0;0;Inventory;Inventory;False;53.78;Violent;5;6;9;HP flat;1440;;0;0;;12.0;;;;7.0;;;;10.0;;Rare;60.92;6.922619047619048
235;row_448;448;36977944979;1;0;Anavel;Inventory;False;60.98;Violent;5;6;9;HP flat;1440;CDmg;4;0;;;;;;7.0;;;;17.0;4.0;Rare;68.12;8.779761904761905
236;row_450;450;38579672887;0;0;Inventory;Inventory;False;49.82;Violent;6;6;9;ATK%;38;ATK flat;17;0;;;;21.0;;7.0;;;;4.0;;Rare;56.96;6.258333333333333
237;row_451;451;38903935990;0;0;Inventory;Inventory;False;50.06;Violent;6;6;12;ACC;48;;0;0;20.0;;46.0;;;;15.0;;;4.0;;Legend;50.06;5.358333333333333
238;row_453;453;39466760169;0;0;Inventory;Inventory;False;46.83;Violent;6;6;9;ATK%;38;CRate;6;0;6.0;18.0;14.0;;;;;;;;;Rare;53.97;5.671428571428572
239;row_454;454;40011764070;0;0;Inventory;Inventory;False;50.53;Violent;6;6;9;ATK%;38;SPD;5;0;6.0;;;;;20.0;19.0;;;;;Rare;57.67;6.391666666666667
240;row_455;455;40225709522;0;0;Inventory;Inventory;False;51.92;Violent;6;6;9;ATK%;38;SPD;6;0;;6.0;13.0;;;21.0;;;;;;Rare;59.06;6.807142857142857
241;row_457;457;5691344932;78;0;Sigmarus;Inventory;False;58.54;Violent;6;6;15;ATK%;63;;0;0;;;;27.0;;;;6.0;348.0;10.0;;Legend;58.54;7.922333333333334
242;row_458;458;40501099815;0;0;Inventory;Inventory;False;52.51;Violent;6;6;9;ATK%;38;HP flat;363;0;;18.0;;8.0;;;;;;6.0;;Rare;59.65;7.055428571428571
243;row_461;461;40775358547;0;0;Inventory;Inventory;False;46.91;Violent;6;6;9;ATK%;38;HP flat;320;0;15.0;11.0;;;;;;;;;5.0;Hero;54.05;5.706428571428572
244;row_463;463;40936305804;1346;0;Rainbowmon 3;Inventory;False;44.88;Violent;6;5;6;ATK%;22;ACC;3;0;;;;;;;;;;10.0;8.0;Rare;59.17;7.041666666666667
245;row_464;464;35557834370;83;0;Verad;Inventory;False;52.33;Violent;6;6;15;DEF%;63;CRate;6;1;;6.0;;;6.0;;;19.0;;4.0;;Rare;52.33;6.31547619047619
246;row_465;465;40016900407;87;0;Sabrina;Inventory;False;49.55;Violent;6;6;12;ATK%;47;CDmg;7;0;;;16.0;24.0;;;;6.0;;;4.0;Rare;49.55;5.816666666666667
247;row_466;466;37497529954;0;0;Inventory;Inventory;False;51.69;Violent;6;6;15;ATK%;63;;0;0;;12.0;;7.0;;13.0;;;;5.0;;Rare;51.69;5.880952380952381
248;row_467;467;36229948944;0;0;Inventory;Inventory;False;52.48;Violent;6;6;15;DEF%;63;SPD;5;0;;;35.0;18.0;;;;6.0;;;4.0;Hero;52.48;6.208333333333334
249;row_468;468;36320665859;0;0;Inventory;Inventory;False;69.28;Violent;6;6;15;ATK%;63;;0;0;;;;5.0;;8.0;19.0;;;24.0;;Legend;69.28;10.1
250;row_469;469;40003022627;0;0;Inventory;Inventory;False;50.29;Violent;6;6;9;DEF%;38;SPD;4;0;20.0;;;;8.0;;;;469.0;;;Hero;57.44;6.458666666666667
251;row_470;470;36554404499;110;0;Chasun;Inventory;False;53.03;Violent;6;6;15;HP%;63;CRate;6;1;8.0;14.0;;;;;11.0;;;6.0;;Rare;53.03;6.275
252;row_471;471;38076868711;88;0;Talia;Inventory;False;54.33;Violent;6;6;15;ATK%;63;RES;8;1;;4.0;;;;;;18.0;;6.0;6.0;Rare;54.33;6.821428571428571
253;row_473;473;38157651782;0;0;Inventory;Inventory;False;52.29;Violent;6;6;12;ATK%;47;;0;0;;12.0;;8.0;;;10.0;;;8.0;;Rare;52.29;5.6309523809523805
254;row_475;475;36568775543;116;0;Riley;Inventory;False;68.16;Nemesis;1;6;12;ATK flat;118;HP flat;222;0;15.0;;;5.0;;;;;;20.0;5.0;Legend;68.16;10.296000000000001
255;row_480;480;40501021336;116;0;Riley;Inventory;True;63.29;Nemesis;3;6;12;DEF flat;118;ACC;4;0;13.0;9.0;;;;;;;506.0;15.0;;Legend;63.29;9.085380952380953
256;row_483;483;40501021326;117;0;Jamire;Inventory;True;59.37;Nemesis;4;6;15;CDmg;80;DEF flat;11;1;;;;;14.0;18.0;;;;6.0;16.0;Legend;59.37;8.941666666666666
257;row_490;490;37936174466;0;0;Inventory;Inventory;False;53.27;Will;1;6;9;ATK flat;94;;0;0;;;;13.0;;;;6.0;;10.0;;Rare;60.41;6.708333333333334
258;row_491;491;39479925353;0;0;Inventory;Inventory;False;55.61;Will;1;6;9;ATK flat;94;;0;0;;6.0;;;;;;;;11.0;12.0;Hero;62.75;7.523809523809523
259;row_492;492;40914221713;0;0;Inventory;Inventory;False;56.44;Will;1;6;9;ATK flat;94;;0;0;;;;15.0;;;;;;12.0;5.0;Rare;63.58;7.708333333333333
260;row_493;493;39408714736;0;0;Inventory;Inventory;False;57.29;Will;1;6;9;ATK flat;94;HP%;8;0;;;;12.0;;;;;421.0;12.0;;Hero;64.43;8.061333333333334
261;row_494;494;40378940399;15;0;Fran;Inventory;True;66.81;Will;1;6;12;ATK flat;118;HP%;7;0;;6.0;;;28.0;;;;;14.0;5.0;Legend;66.81;10.73214285714286
262;row_495;495;40134962558;16;0;Loren;Inventory;False;60.41;Will;1;6;12;ATK flat;118;;0;0;;;;;10.0;;;13.0;;11.0;12.0;Legend;60.41;8.541666666666666
263;row_496;496;39537712914;0;0;Inventory;Inventory;False;55.84;Will;1;6;9;ATK flat;94;CRate;5;0;;;;16.0;5.0;;;;;10.0;;Rare;62.99;7.791666666666667
264;row_497;497;32336161200;0;0;Inventory;Inventory;False;46.53;Will;2;6;9;ATK%;38;HP%;5;0;;6.0;;;;21.0;;;328.0;;;Rare;53.67;5.544476190476191
265;row_498;498;37491114430;0;0;Inventory;Inventory;False;47.37;Will;2;6;9;DEF%;38;HP flat;142;0;;6.0;;27.0;;;19.0;;;;;Hero;54.51;5.89647619047619
266;row_500;500;37515472416;0;0;Inventory;Inventory;False;47.2;Will;2;6;9;HP%;38;DEF%;7;0;;;20.0;;21.0;;33.0;;;;;Hero;54.34;5.825
267;row_501;501;38298549093;0;0;Inventory;Inventory;False;50.12;Will;2;6;9;HP%;38;HP flat;351;0;;;10.0;;;;;;;4.0;20.0;Hero;57.26;6.384666666666667
268;row_502;502;38305139844;0;0;Inventory;Inventory;False;44.51;Will;2;6;9;SPD;25;CDmg;6;0;;;;15.0;;;12.0;;;;4.0;Rare;51.66;4.6988095238095235
269;row_503;503;39303035323;0;0;Inventory;Inventory;False;46.61;Will;2;6;9;DEF%;38;ATK%;8;0;;;;6.0;;;;;247.0;;15.0;Rare;53.75;5.5793333333333335
270;row_504;504;39312478500;0;0;Inventory;Inventory;False;57.46;Will;2;6;9;ATK%;38;HP%;5;0;;6.0;26.0;;;;;;;14.0;;Hero;64.6;7.798809523809524
271;row_505;505;39445141463;0;0;Inventory;Inventory;False;48.8;Will;2;6;9;HP%;38;;0;0;13.0;;;7.0;;;;;;;18.0;Hero;55.94;6.5
272;row_506;506;39462419084;0;0;Inventory;Inventory;False;45.06;Will;2;5;12;SPD;29;;0;0;;;;;10.0;13.0;;13.0;375.0;;;Legend;45.06;5.0
273;row_507;507;40042014645;8;0;Velajuel;Inventory;False;48.1;Will;2;6;15;SPD;42;DEF%;7;0;13.0;5.0;;;;;;12.0;369.0;;;Rare;48.1;5.206285714285714
274;row_508;508;40065313419;0;0;Inventory;Inventory;False;48.97;Will;2;6;9;DEF%;38;CRate;5;0;;19.0;;;13.0;;16.0;;;;;Hero;56.11;6.572619047619047
275;row_509;509;40090761859;0;0;Inventory;Inventory;False;46.68;Will;2;6;9;HP%;38;RES;4;0;;7.0;31.0;;;;;;;;14.0;Hero;53.82;5.608333333333333
276;row_510;510;40501024914;0;0;Inventory;Inventory;True;49.84;Will;2;5;12;HP%;37;;0;0;;;;;7.0;10.0;;;;10.0;10.0;Legend;49.84;7.125000000000001
277;row_512;512;40592088540;0;0;Inventory;Inventory;True;50.71;Will;2;5;12;HP%;37;RES;7;0;;9.0;;18.0;;14.0;;;;6.0;;Legend;50.71;8.160714285714285
278;row_513;513;40687300017;0;0;Inventory;Inventory;False;52.26;Will;2;6;12;DEF%;47;;0;0;;;36.0;;;;50.0;;220.0;9.0;;Legend;52.26;5.443333333333333
279;row_514;514;40687302278;0;0;Inventory;Inventory;False;49.41;Will;2;6;9;ATK%;38;SPD;5;0;15.0;;20.0;;;;35.0;;;;;Hero;56.55;5.916666666666667
280;row_515;515;38951680100;101;0;Baleygr;Inventory;True;58.79;Will;2;6;12;ATK%;47;;0;0;;18.0;;;;25.0;;;;6.0;6.0;Legend;58.79;8.696428571428571
281;row_517;517;19187471261;96;0;Zaiross;Inventory;False;48.0;Will;2;6;15;SPD;42;;0;0;;25.0;;;;5.0;12.0;;;;4.0;Hero;48.0;5.163095238095238
282;row_518;518;38320305060;0;0;Inventory;Inventory;False;46.57;Will;2;6;9;SPD;25;CRate;6;0;;12.0;19.0;;;;;11.0;;;;Rare;53.72;5.564285714285714
283;row_519;519;38298520557;0;0;Inventory;Inventory;False;56.84;Will;3;6;9;DEF flat;94;;0;0;5.0;;;;;6.0;;;;15.0;;Rare;63.98;7.375
284;row_520;520;38445295674;0;0;Inventory;Inventory;False;56.25;Will;3;6;9;DEF flat;94;;0;0;;;;5.0;;8.0;;;;14.0;;Rare;63.39;7.291666666666667
285;row_521;521;40042353658;0;0;Inventory;Inventory;False;57.14;Will;3;6;9;DEF flat;94;;0;0;;;;5.0;;7.0;;;;15.0;;Rare;64.28;7.5
286;row_522;522;40076830036;0;0;Inventory;Inventory;False;58.03;Will;3;6;9;DEF flat;94;;0;0;9.0;;;;;6.0;;;;15.0;;Hero;65.17;7.875
287;row_524;524;38299207574;0;0;Inventory;Inventory;False;55.65;Will;3;6;9;DEF flat;94;;0;0;;;;19.0;;;;;;10.0;6.0;Hero;62.79;7.708333333333334
288;row_525;525;40862034069;0;0;Inventory;Inventory;False;58.22;Will;3;6;9;DEF flat;94;RES;8;0;;;;13.0;;;;;;11.0;8.0;Hero;65.37;8.625
289;row_526;526;37696143689;0;0;Inventory;Inventory;False;53.17;Will;3;6;9;DEF flat;94;;0;0;;;;;;;;12.0;;10.0;5.0;Rare;60.31;6.666666666666667
290;row_527;527;38580400488;0;0;Inventory;Inventory;False;55.65;Will;3;6;9;DEF flat;94;;0;0;;;;;;;;15.0;;10.0;9.0;Hero;62.79;7.708333333333334
291;row_529;529;37515320041;0;0;Inventory;Inventory;False;49.4;Will;4;6;9;DEF%;38;HP%;5;0;;;40.0;;13.0;;;;;5.0;;Hero;56.55;5.916666666666667
