	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	is_certain_set	num_powerup_incsub_left	flag
325	Inventory	False	Endure	4	6	9	CDmg	47	HP%	8	19.0				8.0					12.0		Hero	8.375	8.875	9.375	False	False	0.0	False
326	Inventory	False	Endure	4	6	6	CDmg	35	RES	8					13.0					10.0		Rare	5.958333333333334	6.958333333333334	7.958333333333334	False	False	0.0	False
327	Inventory	False	Endure	4	6	6	DEF%	29	HP%	8					15.0					10.0		Rare	6.208333333333334	7.208333333333334	8.208333333333334	False	False	0.0	False
328	Inventory	False	Endure	4	6	9	DEF%	38	SPD	5	15.0				12.0			14.0				Hero	6.791666666666667	7.291666666666667	7.791666666666667	False	False	0.0	False
329	Inventory	False	Endure	4	6	9	CDmg	47		0	20.0							8.0		10.0		Hero	6.833333333333334	7.333333333333334	7.833333333333334	False	False	0.0	False
330	Inventory	False	Endure	4	6	12	HP%	47	HP flat	282	15.0				12.0		31.0			9.0		Legend	7.526000000000001	7.526000000000001	7.526000000000001	False	False	0.0	False
1004	Inventory	True	Endure	4	6	0	DEF%	11	DEF flat	10				6.0				10.0		7.0		Hero	4.583333333333334	6.583333333333334	11.583333333333334	False	False	3.0	False
331	Inventory	False	Endure	5	6	9	HP flat	1440		0		10.0				5.0				16.0		Hero	7.386904761904762	7.886904761904762	8.386904761904763	True	False	0.0	False
332	Inventory	False	Endure	5	6	6	HP flat	1080	ACC	5		6.0								17.0		Rare	7.148809523809524	8.148809523809524	9.148809523809524	True	False	0.0	False
333	Inventory	False	Endure	5	6	9	HP flat	1440	ACC	7					14.0			10.0		11.0		Hero	7.541666666666666	8.041666666666666	8.541666666666666	True	False	0.0	False
1005	Inventory	False	Endure	5	6	0	HP flat	360		0	8.0		19.0							6.0		Hero	3.475	5.475	10.475	True	False	3.0	False
1006	Inventory	False	Endure	5	6	0	HP flat	360		0			12.0					5.0		4.0	5.0	Legend	3.091666666666667	5.091666666666667	11.091666666666667	True	False	4.0	False
1007	Inventory	False	Endure	5	6	1	HP flat	480	SPD	4							13.0				6.0	Rare	2.658333333333333	4.658333333333333	6.658333333333333	True	False	2.0	True
334	Inventory	False	Endure	6	6	9	DEF%	38		0	14.0									6.0	18.0	Hero	6.75	7.25	7.75	False	False	0.0	False
335	Tablo *	False	Endure	6	6	9	DEF%	38		0					5.0					17.0	10.0	Hero	7.958333333333334	8.458333333333334	8.958333333333334	False	False	0.0	False
337	Inventory	False	Endure	6	6	9	HP%	38		0	13.0								540.0	12.0		Hero	6.345	6.845	7.345	False	False	0.0	False
338	Inventory	False	Endure	6	6	15	HP%	63		0		24.0				7.0			239.0	10.0		Legend	7.955571428571428	7.955571428571428	7.955571428571428	False	False	0.0	False
1008	Inventory	False	Endure	6	6	0	HP%	11		0									196.0	6.0		Rare	2.2613333333333334	4.261333333333333	8.261333333333333	False	False	2.0	False
310	Inventory	True	Endure	2	5	9	SPD	23	HP flat	274						7.0	40.0	10.0				Hero	3.4903333333333335	3.9903333333333335	4.490333333333334	False	False	0.0	False
1003	Inventory	True	Endure	3	5	0	DEF flat	15		0								6.0	145.0	6.0		Hero	2.9433333333333334	4.943333333333333	9.943333333333333	True	False	3.0	False
336	Inventory	True	Endure	6	5	9	HP%	29		0				9.0	13.0					14.0		Hero	7.416666666666667	7.916666666666667	8.416666666666668	False	False	0.0	False
1009	Inventory	True	Endure	6	5	0	DEF%	8		0		7.0								6.0		Rare	3.0	5.0	9.0	False	False	2.0	False
0	Inventory	False	Energy	1	6	6	ATK flat	70	RES	6										16.0	5.0	Rare	6.916666666666666	7.916666666666666	8.916666666666666	True	False	0.0	False
1	Inventory	False	Energy	1	6	6	ATK flat	70	CRate	6	5.0									15.0		Rare	6.625	7.625	8.625	True	False	0.0	False
2	Homunculus - Hypernox	False	Energy	1	6	12	ATK flat	118	CRate	5				11.0	9.0			17.0		22.0		Legend	12.791666666666666	12.791666666666666	12.791666666666666	True	False	0.0	False
3	Diana	False	Energy	1	6	9	ATK flat	94		0				11.0	13.0			15.0		5.0		Legend	6.541666666666667	7.041666666666667	8.541666666666668	True	False	1.0	False
875	Dongbaek *	True	Energy	1	6	9	ATK flat	94		0		13.0						17.0		12.0		Hero	7.982142857142858	8.482142857142858	8.982142857142858	True	False	0.0	False
880	Inventory	False	Energy	1	6	9	ATK flat	94		0	6.0								219.0	20.0		Hero	7.708666666666667	8.208666666666666	8.708666666666666	True	False	0.0	False
910	Inventory	False	Energy	1	6	0	ATK flat	22	SPD	5				7.0				8.0			6.0	Hero	4.541666666666667	6.541666666666667	8.541666666666668	True	False	3.0	False
911	Inventory	True	Energy	1	6	0	ATK flat	22	SPD	4		5.0		10.0	10.0						5.0	Legend	5.3809523809523805	7.3809523809523805	9.38095238095238	True	False	4.0	False
6	Inventory	False	Energy	2	6	6	SPD	19	ACC	8	10.0								395.0			Rare	2.7766666666666664	3.7766666666666664	4.776666666666666	False	False	0.0	False
8	Inventory	False	Energy	2	6	9	SPD	25	ATK%	5						21.0	26.0	5.0				Hero	4.525	5.025	5.525	False	False	0.0	False
10	Inventory	False	Energy	2	6	9	SPD	25		0						7.0	28.0				14.0	Hero	3.908333333333333	4.408333333333333	4.908333333333333	False	False	0.0	False
11	Inventory	False	Energy	2	6	6	SPD	19	HP flat	177		11.0				13.0						Rare	3.432428571428571	4.432428571428571	5.432428571428571	False	False	0.0	False
12	Inventory	False	Energy	2	6	6	SPD	19		0							14.0				14.0	Rare	2.6833333333333336	3.6833333333333336	4.683333333333334	False	False	0.0	False
13	Inventory	False	Energy	2	6	9	SPD	25		0			10.0			13.0			918.0			Hero	3.099	3.599	4.099	False	False	0.0	False
14	Inventory	False	Energy	2	6	9	DEF%	38	DEF flat	19					18.0				189.0	12.0		Hero	6.976999999999999	7.476999999999999	7.976999999999999	False	False	0.0	False
876	Dongbaek *	True	Energy	2	6	15	DEF%	63		0		11.0			7.0			9.0		17.0		Hero	9.238095238095239	9.238095238095239	9.238095238095239	False	False	0.0	False
15	Inventory	False	Energy	3	6	6	DEF flat	70	HP%	6										15.0	5.0	Rare	6.583333333333333	7.583333333333333	8.583333333333332	True	False	0.0	False
17	Inventory	False	Energy	3	6	12	DEF flat	118		0	5.0			15.0		13.0				14.0		Legend	8.791666666666668	8.791666666666668	8.791666666666668	True	False	0.0	False
18	Homunculus - Hypernox	False	Energy	3	6	15	DEF flat	160	CDmg	6	5.0					14.0		12.0		22.0		Hero	12.06547619047619	12.06547619047619	12.06547619047619	True	False	0.0	False
19	Inventory	False	Energy	3	6	6	DEF flat	70	CDmg	5						11.0				11.0		Rare	5.7559523809523805	6.7559523809523805	7.7559523809523805	True	False	0.0	False
877	Dongbaek *	True	Energy	3	6	12	DEF flat	118		0	10.0			10.0		28.0				12.0		Legend	10.0	10.0	10.0	True	False	0.0	False
882	Dias *	True	Energy	3	6	12	DEF flat	118		0						15.0		10.0	341.0	16.0		Hero	8.913	8.913	8.913	True	False	0.0	False
912	Inventory	False	Energy	3	6	0	DEF flat	22	DEF%	8				6.0						5.0		Rare	3.416666666666667	5.416666666666667	9.416666666666668	True	False	2.0	False
913	Inventory	False	Energy	3	6	0	DEF flat	22	CDmg	6	8.0							7.0				Rare	2.732142857142857	4.732142857142858	6.732142857142858	True	False	2.0	True
20	Vigor	False	Energy	4	6	15	CRate	58	CDmg	6				6.0		7.0		7.0		21.0		Legend	10.357142857142858	10.357142857142858	10.357142857142858	False	False	0.0	False
21	Diana	True	Energy	4	6	15	CRate	58		0				6.0	37.0			16.0		7.0		Hero	9.708333333333334	9.708333333333334	9.708333333333334	False	False	0.0	False
22	Inventory	False	Energy	4	6	9	CDmg	47	ATK flat	11					12.0					12.0	4.0	Hero	6.441666666666667	6.941666666666667	7.441666666666667	False	False	0.0	False
23	Inventory	False	Energy	4	6	9	CDmg	47	HP flat	235				6.0	17.0					8.0		Hero	5.8549999999999995	6.3549999999999995	6.8549999999999995	False	False	0.0	True
24	Inventory	False	Energy	4	6	9	CDmg	47		0	5.0			25.0						6.0		Hero	5.75	6.25	6.75	False	False	0.0	True
25	Ganymede	False	Energy	4	6	9	HP%	38		0				8.0			15.0			19.0		Hero	7.708333333333333	8.208333333333332	8.708333333333332	False	False	0.0	False
26	Inventory	False	Energy	5	6	9	HP flat	1440	CRate	6			14.0	8.0						16.0		Rare	7.683333333333334	8.183333333333334	8.683333333333334	True	False	0.0	False
27	Inventory	False	Energy	5	6	6	HP flat	1080	DEF%	7				7.0						15.0		Rare	6.75	7.75	8.75	True	False	0.0	False
28	Inventory	False	Energy	5	6	9	HP flat	1440	ACC	6			35.0					7.0		15.0		Hero	7.5	8.0	8.5	True	False	0.0	False
29	Savannah	False	Energy	5	6	9	HP flat	1440		0			12.0	12.0						15.0		Hero	6.8	7.3	7.8	True	False	0.0	False
30	Inventory	False	Energy	5	6	9	HP flat	1440	SPD	5	11.0	19.0		6.0		8.0						Legend	7.505952380952381	8.005952380952381	8.505952380952381	True	False	1.0	False
31	Inventory	False	Energy	5	6	9	HP flat	1440	CRate	4		11.0		7.0						18.0		Hero	9.113095238095237	9.613095238095237	10.113095238095237	True	False	0.0	False
32	Inventory	False	Energy	5	6	9	HP flat	1440		0	14.0		33.0					14.0		6.0		Legend	6.325	6.825	8.325	True	False	1.0	False
855	Darion	False	Energy	5	6	12	HP flat	1800		0		7.0					36.0			16.0	11.0	Legend	9.066666666666666	9.066666666666666	9.066666666666666	True	False	0.0	False
914	Inventory	False	Energy	5	6	0	HP flat	360		0	6.0		12.0			7.0						Hero	1.925	3.925	5.925	True	False	3.0	True
33	Anavel	False	Energy	6	6	9	HP%	38	DEF flat	17				23.0	5.0					6.0		Hero	5.925	6.425	6.925	False	False	0.0	True
856	Darion	False	Energy	6	6	9	HP%	38	ATK flat	17				20.0		12.0				5.0		Hero	6.091666666666667	6.591666666666667	7.091666666666667	False	False	0.0	False
879	Dongbaek *	False	Energy	6	6	15	HP%	63	ATK%	7	4.0					14.0			361.0	12.0		Rare	7.606333333333334	7.606333333333334	7.606333333333334	False	False	0.0	False
915	Inventory	False	Energy	6	6	0	DEF%	11		0		5.0								5.0		Rare	2.380952380952381	4.380952380952381	8.380952380952381	False	False	2.0	False
4	Inventory	True	Energy	2	5	12	SPD	29		0			23.0			16.0		9.0	547.0			Legend	4.429333333333333	4.429333333333333	4.429333333333333	False	False	0.0	False
5	Inventory	True	Energy	2	5	6	SPD	17		0						16.0					7.0	Rare	3.166666666666667	4.166666666666667	5.166666666666667	False	False	0.0	False
7	Inventory	True	Energy	2	5	9	SPD	23	DEF flat	14		11.0	20.0								9.0	Hero	3.9214285714285713	4.421428571428571	4.921428571428571	False	False	0.0	False
9	Anavel	False	Energy	2	5	15	SPD	39	HP%	4	13.0	5.0		17.0	11.0							Legend	6.339285714285714	6.339285714285714	6.339285714285714	False	False	0.0	False
16	Savannah	True	Energy	3	5	12	DEF flat	99		0	6.0			14.0						20.0	5.0	Legend	10.000000000000002	10.000000000000002	10.000000000000002	True	False	0.0	False
797	Inventory	False	Enhance	2	6	12	SPD	31	HP flat	318			59.0		14.0			6.0			6.0	Legend	5.399	5.399	5.399	False	False	0.0	False
798	Inventory	False	Enhance	2	6	9	SPD	25	CRate	5		6.0		24.0			14.0					Hero	5.04047619047619	5.54047619047619	6.04047619047619	False	False	0.0	False
800	Inventory	False	Enhance	2	6	6	SPD	19		0					8.0			22.0				Rare	3.75	4.75	5.75	False	False	0.0	False
801	Inventory	False	Enhance	3	6	12	DEF flat	118		0				6.0		24.0		20.0		16.0		Legend	11.583333333333332	11.583333333333332	11.583333333333332	True	False	0.0	False
1182	Inventory	False	Enhance	3	6	0	DEF flat	22		0										5.0	6.0	Rare	2.666666666666667	4.666666666666667	8.666666666666668	True	False	2.0	False
802	Eshir	False	Enhance	4	6	15	CDmg	80		0				7.0				5.0		12.0	19.0	Legend	8.666666666666666	8.666666666666666	8.666666666666666	False	False	0.0	False
803	Inventory	False	Enhance	6	6	15	ATK%	63		0		4.0						8.0		25.0	5.0	Hero	10.738095238095239	10.738095238095239	10.738095238095239	False	False	0.0	False
799	Inventory	False	Enhance	2	5	6	SPD	17		0							38.0				3.0	Rare	1.45	2.45	3.45	False	False	0.0	False
339	Inventory	False	Fatal	1	6	9	ATK flat	94	ATK%	5				19.0					158.0	10.0		Hero	6.5440000000000005	7.0440000000000005	7.5440000000000005	True	True	0.0	False
340	Inventory	False	Fatal	1	6	6	ATK flat	70		0								15.0		10.0		Rare	5.208333333333334	6.208333333333334	7.208333333333334	True	True	0.0	False
341	Inventory	False	Fatal	1	6	6	ATK flat	70		0		6.0								15.0		Rare	5.857142857142857	6.857142857142857	7.857142857142857	True	True	0.0	False
342	Inventory	False	Fatal	1	6	9	ATK flat	94		0	13.0			15.0						12.0		Hero	7.5	8.0	8.5	True	True	0.0	False
343	Inventory	False	Fatal	1	6	9	ATK flat	94	HP%	6	19.0								341.0	10.0		Hero	6.913	7.413	7.913	True	True	0.0	False
344	Inventory	False	Fatal	1	6	9	ATK flat	94	HP%	7				5.0	7.0					13.0		Rare	6.708333333333333	7.208333333333333	7.708333333333333	True	True	0.0	False
345	Inventory	False	Fatal	1	6	6	ATK flat	70	CDmg	5										15.0	5.0	Rare	6.5476190476190474	7.5476190476190474	8.547619047619047	True	True	0.0	False
346	Inventory	False	Fatal	1	6	9	ATK flat	94	HP%	6		11.0			16.0					11.0		Hero	7.988095238095237	8.488095238095237	8.988095238095237	True	True	0.0	False
347	Inventory	False	Fatal	1	6	9	ATK flat	94	ATK%	5	5.0	14.0						6.0		11.0		Legend	7.666666666666666	8.166666666666666	9.666666666666666	True	True	1.0	False
348	Inventory	False	Fatal	1	6	9	ATK flat	94	CRate	5					28.0				319.0	6.0		Hero	6.758666666666667	7.258666666666667	7.758666666666667	True	True	0.0	False
349	Inventory	False	Fatal	1	6	9	ATK flat	94	CRate	4				13.0	11.0					9.0		Hero	6.666666666666667	7.166666666666667	7.666666666666667	True	True	0.0	False
350	Inventory	False	Fatal	1	6	9	ATK flat	94	ACC	8	16.0								291.0	10.0		Hero	6.721333333333334	7.221333333333334	7.721333333333334	True	True	0.0	False
840	Lushen	False	Fatal	1	6	12	ATK flat	118		0		9.0			21.0					9.0	10.0	Legend	8.577380952380953	8.577380952380953	8.577380952380953	True	True	0.0	False
1010	Inventory	False	Fatal	1	6	0	ATK flat	22	ATK%	6		6.0								6.0	4.0	Hero	4.273809523809524	6.273809523809524	11.273809523809524	True	True	3.0	False
1011	Inventory	False	Fatal	1	6	0	ATK flat	22	CRate	4		5.0								4.0		Rare	2.714285714285714	4.7142857142857135	8.714285714285714	True	True	2.0	False
351	Inventory	False	Fatal	2	6	9	SPD	25		0		10.0	15.0			16.0						Rare	3.803571428571429	4.303571428571429	4.803571428571429	False	True	0.0	False
352	Inventory	False	Fatal	2	6	9	SPD	25		0	11.0			14.0					565.0			Hero	3.8783333333333334	4.378333333333334	4.878333333333334	False	True	0.0	False
353	Inventory	False	Fatal	2	6	9	SPD	25		0	4.0			13.0				15.0				Rare	4.0	4.5	5.0	False	True	0.0	False
354	Inventory	False	Fatal	2	6	9	ATK%	38		0	13.0					19.0				5.0		Hero	5.666666666666667	6.166666666666667	6.666666666666667	False	True	0.0	False
355	Inventory	False	Fatal	2	6	9	SPD	25	RES	8						6.0		30.0			5.0	Hero	6.333333333333333	6.833333333333333	7.333333333333333	False	True	0.0	False
356	Inventory	False	Fatal	2	6	9	SPD	25	DEF%	6				14.0	14.0						4.0	Hero	4.916666666666667	5.416666666666667	5.916666666666667	False	True	0.0	False
360	Inventory	False	Fatal	2	6	6	SPD	19		0				11.0			36.0					Rare	2.275	3.275	4.275	False	True	0.0	False
361	Inventory	False	Fatal	2	6	9	SPD	25		0	18.0		14.0								11.0	Hero	4.433333333333334	4.933333333333334	5.433333333333334	False	True	0.0	False
362	Brandia	False	Fatal	2	6	9	ATK%	38	ACC	5		16.0	18.0				25.0					Hero	3.9857142857142858	4.485714285714286	4.985714285714286	False	True	0.0	False
363	Inventory	False	Fatal	2	6	9	SPD	25	ATK%	5		8.0	38.0					8.0				Hero	3.7178571428571425	4.2178571428571425	4.7178571428571425	False	True	0.0	False
364	Inventory	False	Fatal	2	6	9	SPD	25		0	8.0				7.0			26.0				Hero	5.125	5.625	6.125	False	True	0.0	False
811	Homunculus - Hypermors	False	Fatal	2	6	15	ATK%	63	ATK flat	17		13.0		5.0				12.0			10.0	Rare	6.0738095238095235	6.0738095238095235	6.0738095238095235	False	True	0.0	False
1012	Inventory	False	Fatal	2	6	0	SPD	7		0					5.0		17.0					Rare	1.05	3.05	5.05	False	True	2.0	False
1013	Inventory	False	Fatal	2	6	0	SPD	7		0			16.0				11.0	5.0				Hero	1.3	3.3	5.3	False	True	3.0	False
1186	Kaki	False	Fatal	2	6	0	ATK%	11	ACC	8	8.0					7.0		8.0		5.0		Legend	5.541666666666667	7.541666666666667	13.541666666666668	False	True	4.0	False
365	Inventory	False	Fatal	3	6	6	DEF flat	70		0				8.0						14.0		Rare	5.666666666666667	6.666666666666667	7.666666666666667	True	True	0.0	False
366	Inventory	False	Fatal	3	6	9	DEF flat	94		0	5.0							16.0		12.0		Hero	6.625	7.125	7.625	True	True	0.0	False
367	Inventory	False	Fatal	3	6	12	DEF flat	118	HP flat	298				19.0		11.0		5.0		12.0		Legend	8.772333333333334	8.772333333333334	8.772333333333334	True	True	0.0	False
368	Kaki	False	Fatal	3	6	12	DEF flat	118		0	14.0					13.0		13.0		10.0		Legend	8.333333333333334	8.333333333333334	8.333333333333334	True	True	0.0	False
369	Brandia	False	Fatal	3	6	12	DEF flat	118		0		13.0				6.0				9.0	15.0	Legend	8.107142857142858	8.107142857142858	8.107142857142858	True	True	0.0	False
370	Inventory	False	Fatal	3	6	9	DEF flat	94	CDmg	4						13.0				15.0	6.0	Hero	8.196428571428571	8.696428571428571	9.196428571428571	True	True	0.0	False
371	Inventory	False	Fatal	3	6	6	DEF flat	70	HP flat	353	12.0									12.0		Rare	5.970666666666666	6.970666666666666	7.970666666666666	True	True	0.0	False
372	Inventory	False	Fatal	3	6	9	DEF flat	94		0								14.0		11.0	11.0	Hero	7.249999999999999	7.749999999999999	8.25	True	True	0.0	False
373	Inventory	False	Fatal	3	6	9	DEF flat	94	DEF%	7	19.0							7.0		10.0		Hero	7.458333333333334	7.958333333333334	8.458333333333334	True	True	0.0	False
374	Inventory	False	Fatal	3	6	6	DEF flat	70		0								8.0		17.0		Rare	6.666666666666667	7.666666666666667	8.666666666666668	True	True	0.0	False
375	Inventory	False	Fatal	3	6	9	DEF flat	94		0				19.0					195.0	5.0	9.0	Legend	5.801666666666667	6.301666666666667	7.801666666666667	True	True	1.0	False
376	Inventory	False	Fatal	3	6	9	DEF flat	94	CRate	6		16.0				6.0				10.0		Hero	7.3690476190476195	7.8690476190476195	8.36904761904762	True	True	0.0	False
841	Lushen	False	Fatal	3	6	12	DEF flat	118	DEF%	7	18.0	13.0						13.0		6.0		Legend	8.607142857142858	8.607142857142858	8.607142857142858	True	True	0.0	False
377	Kaki	False	Fatal	4	6	15	ATK%	63		0	12.0						26.0		335.0	14.0		Legend	7.263333333333334	7.263333333333334	7.263333333333334	False	True	0.0	False
378	Inventory	False	Fatal	4	6	6	CDmg	35	RES	4			28.0							9.0		Rare	4.2	5.2	6.2	False	True	0.0	False
379	Brandia	False	Fatal	4	6	15	CDmg	80		0			31.0	8.0	11.0						16.0	Rare	5.816666666666666	5.816666666666666	5.816666666666666	False	True	0.0	False
380	Inventory	False	Fatal	4	6	6	CDmg	35		0	18.0									6.0		Rare	4.25	5.25	6.25	False	True	0.0	False
381	Inventory	False	Fatal	4	6	9	CDmg	47	RES	8								23.0		10.0	5.0	Hero	8.041666666666668	8.541666666666668	9.041666666666668	False	True	0.0	False
382	Inventory	False	Fatal	4	6	9	CDmg	47	SPD	4						17.0		13.0	272.0			Hero	5.446	5.946	6.446	False	True	0.0	False
383	Inventory	False	Fatal	4	6	9	CDmg	47		0				12.0				8.0		13.0		Hero	6.833333333333333	7.333333333333333	7.833333333333333	False	True	0.0	False
384	Inventory	False	Fatal	4	6	6	CDmg	35	CRate	6	12.0					13.0						Rare	4.125	5.125	6.125	False	True	0.0	False
385	Inventory	False	Fatal	4	6	6	CDmg	35	ACC	4							39.0	8.0				Rare	2.475	3.475	4.475	False	True	0.0	False
386	Inventory	False	Fatal	4	6	6	CDmg	35		0				11.0	16.0							Rare	3.375	4.375	5.375	False	True	0.0	False
813	Homunculus - Hypermors	False	Fatal	4	6	15	CDmg	80		0				12.0	7.0	7.0				13.0		Hero	7.583333333333333	7.583333333333333	7.583333333333333	False	True	0.0	False
1014	Inventory	False	Fatal	4	6	0	CDmg	11		0	5.0			6.0								Rare	1.375	3.375	5.375	False	True	2.0	False
387	Inventory	False	Fatal	5	6	12	HP flat	1800		0		13.0	23.0	7.0						15.0		Legend	8.307142857142857	8.307142857142857	8.307142857142857	True	True	0.0	False
388	Inventory	False	Fatal	5	6	6	HP flat	1080		0						5.0				17.0		Rare	6.291666666666667	7.291666666666667	8.291666666666668	True	True	0.0	False
389	Inventory	False	Fatal	5	6	6	HP flat	1080		0						13.0				9.0		Rare	4.625	5.625	6.625	True	True	0.0	False
390	Inventory	False	Fatal	5	6	6	HP flat	1080	ACC	5	6.0									16.0		Rare	6.708333333333333	7.708333333333333	8.708333333333332	True	True	0.0	False
814	Homunculus - Hypermors	False	Fatal	5	6	14	HP flat	2040	HP%	6		12.0			17.0					15.0	15.0	Legend	12.089285714285714	12.089285714285714	12.089285714285714	True	True	0.0	False
843	Lushen	False	Fatal	5	6	12	HP flat	1800	ATK%	5	8.0	6.0						11.0		16.0		Legend	9.19047619047619	9.19047619047619	9.19047619047619	True	True	0.0	False
1015	Inventory	False	Fatal	5	6	3	HP flat	720	CDmg	7					7.0	5.0				6.0	11.0	Legend	6.333333333333333	7.833333333333333	12.333333333333332	True	True	3.0	False
1016	Inventory	False	Fatal	5	6	1	HP flat	480	DEF%	8				6.0	8.0					6.0		Hero	4.75	6.75	11.75	True	True	3.0	False
391	Inventory	False	Fatal	6	6	12	RES	48		0			27.0		6.0			28.0		6.0		Legend	6.925	6.925	6.925	False	True	0.0	False
392	Inventory	False	Fatal	6	6	6	ATK%	29	RES	8				13.0						8.0		Rare	5.291666666666666	6.291666666666666	7.291666666666666	False	True	0.0	False
393	Inventory	False	Fatal	6	6	6	ATK%	29	CRate	4								7.0		14.0		Rare	6.208333333333334	7.208333333333334	8.208333333333334	False	True	0.0	False
394	Inventory	False	Fatal	6	6	6	ATK%	29	SPD	5			22.0			12.0						Rare	3.716666666666667	4.716666666666667	5.716666666666667	False	True	0.0	False
395	Kaki	False	Fatal	6	6	9	ATK%	38		0			18.0			16.0				15.0		Hero	7.45	7.95	8.45	False	True	0.0	False
396	Inventory	False	Fatal	6	6	6	ATK%	29	ATK flat	11							38.0			6.0		Rare	3.225	4.225	5.225	False	True	0.0	False
397	Brandia	False	Fatal	6	6	6	ATK%	29	HP flat	214			17.0								14.0	Rare	3.0436666666666667	4.043666666666667	5.043666666666667	False	True	0.0	False
815	Homunculus - Hypermors	False	Fatal	6	6	15	ATK%	63		0		6.0		7.0						6.0	17.0	Rare	6.565476190476191	6.565476190476191	6.565476190476191	False	True	0.0	False
844	Lushen	False	Fatal	6	6	9	ATK%	38	HP flat	220								13.0		11.0	9.0	Hero	7.084999999999999	7.584999999999999	8.084999999999999	False	True	0.0	False
1017	Inventory	False	Fatal	6	6	0	ATK%	11	SPD	5				8.0		7.0						Rare	3.541666666666667	5.541666666666667	7.541666666666667	False	True	2.0	False
357	Inventory	False	Fatal	2	5	6	SPD	17		0	12.0										7.0	Rare	2.666666666666667	3.666666666666667	4.666666666666667	False	True	0.0	False
358	Inventory	False	Fatal	2	5	6	SPD	17		0		4.0	30.0									Rare	1.3214285714285714	2.321428571428571	3.321428571428571	False	True	0.0	False
359	Inventory	False	Fatal	2	5	9	SPD	23		0		6.0	22.0					11.0				Hero	2.782142857142857	3.282142857142857	3.782142857142857	False	True	0.0	False
892	Eirgar *	False	Fight	1	6	12	ATK flat	118		0	10.0								182.0	17.0	10.0	Legend	8.826	8.826	8.826	True	False	0.0	False
790	Inventory	False	Fight	2	6	9	SPD	25		0	6.0						73.0		355.0			Hero	3.0483333333333333	3.5483333333333333	4.048333333333334	False	False	0.0	False
791	Inventory	False	Fight	2	6	15	SPD	42		0		7.0		18.0	15.0						4.0	Hero	5.791666666666667	5.791666666666667	5.791666666666667	False	False	0.0	False
893	Eirgar *	False	Fight	2	6	9	HP%	38	DEF flat	17				18.0						8.0	5.0	Hero	6.174999999999999	6.674999999999999	7.174999999999999	False	False	0.0	False
1181	Inventory	False	Fight	3	6	0	DEF flat	22	SPD	5									152.0		4.0	Rare	2.536	4.536	6.536	True	False	2.0	True
793	Inventory	True	Fight	4	6	12	CDmg	59		0	6.0		43.0						202.0	14.0		Hero	6.761	6.761	6.761	False	False	0.0	True
894	Eirgar *	False	Fight	4	6	6	DEF%	29	CRate	4				8.0						10.0		Rare	5.000000000000001	6.000000000000001	7.000000000000001	False	False	0.0	False
895	Eirgar *	False	Fight	5	6	9	HP flat	1440	DEF%	5								5.0		16.0	6.0	Rare	7.583333333333333	8.083333333333332	8.583333333333332	True	False	0.0	False
896	Eirgar *	False	Fight	6	6	9	ATK%	38		0	13.0		12.0							17.0		Hero	7.591666666666667	8.091666666666667	8.591666666666667	False	False	0.0	False
788	Inventory	False	Fight	2	5	6	SPD	17		0	3.0		32.0									Rare	1.175	2.175	3.175	False	False	0.0	False
789	Inventory	False	Fight	2	5	6	SPD	17		0								8.0			9.0	Rare	2.5	3.5	4.5	False	False	0.0	False
792	Inventory	False	Fight	2	5	9	SPD	23		0	11.0						36.0	7.0				Hero	3.15	3.65	4.15	False	False	0.0	False
794	Inventory	False	Fight	6	5	12	HP%	37		0				7.0	7.0					12.0	6.0	Legend	6.75	6.75	6.75	False	False	0.0	True
270	Momo	False	Focus	1	6	9	ATK flat	94	ACC	8					6.0				280.0	16.0		Rare	7.456666666666666	7.956666666666666	8.456666666666667	True	False	0.0	False
271	Inventory	False	Focus	1	6	9	ATK flat	94	HP%	8	7.0			12.0						15.0		Hero	8.375	8.875	9.375	True	False	0.0	False
272	Jamire	False	Focus	1	6	9	ATK flat	94		0	6.0			12.0						17.0		Hero	7.916666666666667	8.416666666666668	8.916666666666668	True	False	0.0	False
273	Seara	False	Focus	1	6	12	ATK flat	118	ACC	4					15.0				534.0	12.0	12.0	Legend	9.087	9.087	9.087	True	False	0.0	False
977	Inventory	False	Focus	1	6	0	ATK flat	22	CDmg	6				7.0						6.0		Rare	3.732142857142857	5.732142857142858	9.732142857142858	True	False	2.0	False
978	Inventory	False	Focus	1	6	0	ATK flat	22	SPD	6		5.0							186.0			Rare	2.962285714285714	4.962285714285715	6.962285714285715	True	False	2.0	True
979	Inventory	False	Focus	1	6	0	ATK flat	22	SPD	4	7.0							6.0			5.0	Hero	3.791666666666667	5.791666666666667	7.791666666666667	True	False	3.0	False
980	Inventory	False	Focus	1	6	0	ATK flat	22		0	4.0				8.0					5.0		Hero	3.166666666666667	5.166666666666667	10.166666666666668	True	False	3.0	False
981	Inventory	False	Focus	1	6	0	ATK flat	22		0									229.0	4.0		Rare	1.6386666666666665	3.6386666666666665	7.6386666666666665	True	False	2.0	False
274	Inventory	False	Focus	2	6	12	HP%	47		0					6.0	6.0				16.0	12.0	Hero	8.833333333333332	8.833333333333332	8.833333333333332	False	False	0.0	False
